x,y,frame,yflip,dx,dy
641.0,39.0,4488.0,681.0,-1.0,1.0
645.0,40.0,4489.0,680.0,4.0,1.0
648.0,43.0,4490.0,677.0,3.0,3.0
653.0,47.0,4491.0,673.0,5.0,4.0
670.0,53.0,4492.0,667.0,17.0,6.0
674.0,55.0,4493.0,665.0,4.0,2.0
680.0,57.0,4494.0,663.0,6.0,2.0
689.0,60.0,4495.0,660.0,9.0,3.0
692.0,63.0,4496.0,657.0,3.0,3.0
704.0,70.0,4497.0,650.0,12.0,7.0
708.0,72.0,4498.0,648.0,4.0,2.0
714.0,75.0,4499.0,645.0,6.0,3.0
720.0,77.0,4500.0,643.0,6.0,2.0
725.0,79.0,4501.0,641.0,5.0,2.0
733.0,84.0,4502.0,636.0,8.0,5.0
739.0,86.0,4503.0,634.0,6.0,2.0
746.0,88.0,4504.0,632.0,7.0,2.0
753.0,90.0,4505.0,630.0,7.0,2.0
761.0,95.0,4506.0,625.0,8.0,5.0
769.0,100.0,4507.0,620.0,8.0,5.0
775.0,105.0,4508.0,615.0,6.0,5.0
782.0,108.0,4509.0,612.0,7.0,3.0
787.0,110.0,4510.0,610.0,5.0,2.0
795.0,115.0,4511.0,605.0,8.0,5.0
800.0,118.0,4512.0,602.0,5.0,3.0
807.0,122.0,4513.0,598.0,7.0,4.0
814.0,125.0,4514.0,595.0,7.0,3.0
819.0,129.0,4515.0,591.0,5.0,4.0
823.0,131.0,4516.0,589.0,4.0,2.0
828.0,135.0,4517.0,585.0,5.0,4.0
833.0,138.0,4518.0,582.0,5.0,3.0
838.0,140.0,4519.0,580.0,5.0,2.0
844.0,144.0,4520.0,576.0,6.0,4.0
847.0,145.0,4521.0,575.0,3.0,1.0
855.0,150.0,4522.0,570.0,8.0,5.0
858.0,152.0,4523.0,568.0,3.0,2.0
861.0,153.0,4524.0,567.0,3.0,1.0
864.0,154.0,4525.0,566.0,3.0,1.0
865.0,155.0,4526.0,565.0,1.0,1.0
867.0,156.0,4527.0,564.0,2.0,1.0
868.0,155.0,4528.0,565.0,1.0,-1.0
870.0,157.0,4529.0,563.0,2.0,2.0
869.0,156.0,4530.0,564.0,-1.0,-1.0
871.0,157.0,4531.0,563.0,2.0,1.0
871.0,156.0,4532.0,564.0,0.0,-1.0
871.0,156.0,4533.0,564.0,0.0,0.0
872.0,157.0,4534.0,563.0,1.0,1.0
873.0,160.0,4535.0,560.0,1.0,3.0
871.0,165.0,4536.0,555.0,-2.0,5.0
871.0,172.0,4537.0,548.0,0.0,7.0
873.0,180.0,4538.0,540.0,2.0,8.0
876.0,189.0,4539.0,531.0,3.0,9.0
879.0,198.0,4540.0,522.0,3.0,9.0
880.0,205.0,4541.0,515.0,1.0,7.0
882.0,212.0,4542.0,508.0,2.0,7.0
882.0,216.0,4543.0,504.0,0.0,4.0
884.0,224.0,4544.0,496.0,2.0,8.0
885.0,230.0,4545.0,490.0,1.0,6.0
884.0,237.0,4546.0,483.0,-1.0,7.0
882.0,244.0,4547.0,476.0,-2.0,7.0
879.0,253.0,4548.0,467.0,-3.0,9.0
875.0,262.0,4549.0,458.0,-4.0,9.0
872.0,269.0,4550.0,451.0,-3.0,7.0
862.0,274.0,4551.0,446.0,-10.0,5.0
851.0,276.0,4552.0,444.0,-11.0,2.0
834.0,282.0,4553.0,438.0,-17.0,6.0
820.0,286.0,4554.0,434.0,-14.0,4.0
807.0,289.0,4555.0,431.0,-13.0,3.0
797.0,290.0,4556.0,430.0,-10.0,1.0
787.0,292.0,4557.0,428.0,-10.0,2.0
770.0,294.0,4558.0,426.0,-17.0,2.0
758.0,295.0,4559.0,425.0,-12.0,1.0
746.0,296.0,4560.0,424.0,-12.0,1.0
737.0,297.0,4561.0,423.0,-9.0,1.0
726.0,298.0,4562.0,422.0,-11.0,1.0
716.0,299.0,4563.0,421.0,-10.0,1.0
711.0,299.0,4564.0,421.0,-5.0,0.0
700.0,300.0,4565.0,420.0,-11.0,1.0
688.0,298.0,4566.0,422.0,-12.0,-2.0
680.0,295.0,4567.0,425.0,-8.0,-3.0
670.0,290.0,4568.0,430.0,-10.0,-5.0
662.0,287.0,4569.0,433.0,-8.0,-3.0
656.0,284.0,4570.0,436.0,-6.0,-3.0
649.0,280.0,4571.0,440.0,-7.0,-4.0
645.0,277.0,4572.0,443.0,-4.0,-3.0
641.0,274.0,4573.0,446.0,-4.0,-3.0
636.0,272.0,4574.0,448.0,-5.0,-2.0
634.0,270.0,4575.0,450.0,-2.0,-2.0
630.0,267.0,4576.0,453.0,-4.0,-3.0
628.0,266.0,4577.0,454.0,-2.0,-1.0
625.0,264.0,4578.0,456.0,-3.0,-2.0
622.0,263.0,4579.0,457.0,-3.0,-1.0
618.0,261.0,4580.0,459.0,-4.0,-2.0
617.0,261.0,4581.0,459.0,-1.0,0.0
615.0,260.0,4582.0,460.0,-2.0,-1.0
611.0,258.0,4583.0,462.0,-4.0,-2.0
611.0,257.0,4584.0,463.0,0.0,-1.0
607.0,255.0,4585.0,465.0,-4.0,-2.0
602.0,252.0,4586.0,468.0,-5.0,-3.0
596.0,245.0,4587.0,475.0,-6.0,-7.0
592.0,240.0,4588.0,480.0,-4.0,-5.0
589.0,237.0,4589.0,483.0,-3.0,-3.0
585.0,232.0,4590.0,488.0,-4.0,-5.0
583.0,230.0,4591.0,490.0,-2.0,-2.0
579.0,226.0,4592.0,494.0,-4.0,-4.0
575.0,221.0,4593.0,499.0,-4.0,-5.0
573.0,218.0,4594.0,502.0,-2.0,-3.0
571.0,217.0,4595.0,503.0,-2.0,-1.0
565.0,212.0,4596.0,508.0,-6.0,-5.0
564.0,213.0,4597.0,507.0,-1.0,1.0
556.0,212.0,4598.0,508.0,-8.0,-1.0
550.0,212.0,4599.0,508.0,-6.0,0.0
542.0,213.0,4600.0,507.0,-8.0,1.0
539.0,213.0,4601.0,507.0,-3.0,0.0
533.0,213.0,4602.0,507.0,-6.0,0.0
529.0,213.0,4603.0,507.0,-4.0,0.0
522.0,214.0,4604.0,506.0,-7.0,1.0
518.0,214.0,4605.0,506.0,-4.0,0.0
515.0,214.0,4606.0,506.0,-3.0,0.0
510.0,214.0,4607.0,506.0,-5.0,0.0
507.0,215.0,4608.0,505.0,-3.0,1.0
502.0,215.0,4609.0,505.0,-5.0,0.0
499.0,215.0,4610.0,505.0,-3.0,0.0
498.0,216.0,4611.0,504.0,-1.0,1.0
493.0,217.0,4612.0,503.0,-5.0,1.0
488.0,217.0,4613.0,503.0,-5.0,0.0
485.0,217.0,4614.0,503.0,-3.0,0.0
481.0,217.0,4615.0,503.0,-4.0,0.0
471.0,216.0,4616.0,504.0,-10.0,-1.0
465.0,216.0,4617.0,504.0,-6.0,0.0
458.0,215.0,4618.0,505.0,-7.0,-1.0
451.0,215.0,4619.0,505.0,-7.0,0.0
445.0,215.0,4620.0,505.0,-6.0,0.0
440.0,215.0,4621.0,505.0,-5.0,0.0
437.0,215.0,4622.0,505.0,-3.0,0.0
435.0,215.0,4623.0,505.0,-2.0,0.0
434.0,216.0,4624.0,504.0,-1.0,1.0
432.0,216.0,4625.0,504.0,-2.0,0.0
430.0,216.0,4626.0,504.0,-2.0,0.0
429.0,216.0,4627.0,504.0,-1.0,0.0
426.0,216.0,4628.0,504.0,-3.0,0.0
427.0,216.0,4629.0,504.0,1.0,0.0
423.0,217.0,4630.0,503.0,-4.0,1.0
417.0,219.0,4631.0,501.0,-6.0,2.0
412.0,222.0,4632.0,498.0,-5.0,3.0
407.0,224.0,4633.0,496.0,-5.0,2.0
400.0,225.0,4634.0,495.0,-7.0,1.0
394.0,226.0,4635.0,494.0,-6.0,1.0
388.0,228.0,4636.0,492.0,-6.0,2.0
382.0,229.0,4637.0,491.0,-6.0,1.0
375.0,230.0,4638.0,490.0,-7.0,1.0
371.0,232.0,4639.0,488.0,-4.0,2.0
366.0,233.0,4640.0,487.0,-5.0,1.0
364.0,234.0,4641.0,486.0,-2.0,1.0
361.0,234.0,4642.0,486.0,-3.0,0.0
357.0,235.0,4643.0,485.0,-4.0,1.0
355.0,235.0,4644.0,485.0,-2.0,0.0
354.0,236.0,4645.0,484.0,-1.0,1.0
352.0,236.0,4646.0,484.0,-2.0,0.0
351.0,237.0,4647.0,483.0,-1.0,1.0
350.0,237.0,4648.0,483.0,-1.0,0.0
349.0,237.0,4649.0,483.0,-1.0,0.0
349.0,237.0,4650.0,483.0,0.0,0.0
348.0,238.0,4651.0,482.0,-1.0,1.0
345.0,240.0,4652.0,480.0,-3.0,2.0
342.0,243.0,4653.0,477.0,-3.0,3.0
335.0,247.0,4654.0,473.0,-7.0,4.0
330.0,251.0,4655.0,469.0,-5.0,4.0
323.0,255.0,4656.0,465.0,-7.0,4.0
317.0,257.0,4657.0,463.0,-6.0,2.0
310.0,260.0,4658.0,460.0,-7.0,3.0
304.0,263.0,4659.0,457.0,-6.0,3.0
299.0,266.0,4660.0,454.0,-5.0,3.0
292.0,269.0,4661.0,451.0,-7.0,3.0
286.0,271.0,4662.0,449.0,-6.0,2.0
281.0,272.0,4663.0,448.0,-5.0,1.0
276.0,274.0,4664.0,446.0,-5.0,2.0
273.0,275.0,4665.0,445.0,-3.0,1.0
272.0,276.0,4666.0,444.0,-1.0,1.0
271.0,277.0,4667.0,443.0,-1.0,1.0
270.0,278.0,4668.0,442.0,-1.0,1.0
269.0,279.0,4669.0,441.0,-1.0,1.0
268.0,279.0,4670.0,441.0,-1.0,0.0
267.0,280.0,4671.0,440.0,-1.0,1.0
268.0,280.0,4672.0,440.0,1.0,0.0
267.0,280.0,4673.0,440.0,-1.0,0.0
268.0,280.0,4674.0,440.0,1.0,0.0
268.0,280.0,4675.0,440.0,0.0,0.0
268.0,280.0,4676.0,440.0,0.0,0.0
267.0,281.0,4677.0,439.0,-1.0,1.0
265.0,283.0,4678.0,437.0,-2.0,2.0
260.0,284.0,4679.0,436.0,-5.0,1.0
254.0,284.0,4680.0,436.0,-6.0,0.0
249.0,284.0,4681.0,436.0,-5.0,0.0
243.0,283.0,4682.0,437.0,-6.0,-1.0
236.0,282.0,4683.0,438.0,-7.0,-1.0
230.0,281.0,4684.0,439.0,-6.0,-1.0
226.0,282.0,4685.0,438.0,-4.0,1.0
219.0,281.0,4686.0,439.0,-7.0,-1.0
213.0,280.0,4687.0,440.0,-6.0,-1.0
209.0,279.0,4688.0,441.0,-4.0,-1.0
204.0,278.0,4689.0,442.0,-5.0,-1.0
198.0,277.0,4690.0,443.0,-6.0,-1.0
195.0,277.0,4691.0,443.0,-3.0,0.0
188.0,275.0,4692.0,445.0,-7.0,-2.0
180.0,274.0,4693.0,446.0,-8.0,-1.0
176.0,274.0,4694.0,446.0,-4.0,0.0
170.0,272.0,4695.0,448.0,-6.0,-2.0
165.0,271.0,4696.0,449.0,-5.0,-1.0
161.0,271.0,4697.0,449.0,-4.0,0.0
157.0,270.0,4698.0,450.0,-4.0,-1.0
154.0,269.0,4699.0,451.0,-3.0,-1.0
149.0,268.0,4700.0,452.0,-5.0,-1.0
147.0,267.0,4701.0,453.0,-2.0,-1.0
145.0,267.0,4702.0,453.0,-2.0,0.0
146.0,267.0,4703.0,453.0,1.0,0.0
145.0,267.0,4704.0,453.0,-1.0,0.0
143.0,266.0,4705.0,454.0,-2.0,-1.0
142.0,266.0,4706.0,454.0,-1.0,0.0
142.0,266.0,4707.0,454.0,0.0,0.0
147.0,267.0,4708.0,453.0,5.0,1.0
145.0,266.0,4709.0,454.0,-2.0,-1.0
145.0,265.0,4710.0,455.0,0.0,-1.0
141.0,266.0,4711.0,454.0,-4.0,1.0
143.0,269.0,4712.0,451.0,2.0,3.0
138.0,275.0,4713.0,445.0,-5.0,6.0
140.0,282.0,4714.0,438.0,2.0,7.0
141.0,288.0,4715.0,432.0,1.0,6.0
142.0,294.0,4716.0,426.0,1.0,6.0
143.0,297.0,4717.0,423.0,1.0,3.0
144.0,303.0,4718.0,417.0,1.0,6.0
145.0,308.0,4719.0,412.0,1.0,5.0
146.0,316.0,4720.0,404.0,1.0,8.0
150.0,325.0,4721.0,395.0,4.0,9.0
152.0,331.0,4722.0,389.0,2.0,6.0
156.0,339.0,4723.0,381.0,4.0,8.0
159.0,347.0,4724.0,373.0,3.0,8.0
161.0,355.0,4725.0,365.0,2.0,8.0
164.0,361.0,4726.0,359.0,3.0,6.0
166.0,367.0,4727.0,353.0,2.0,6.0
169.0,373.0,4728.0,347.0,3.0,6.0
177.0,386.0,4729.0,334.0,8.0,13.0
186.0,394.0,4730.0,326.0,9.0,8.0
193.0,400.0,4731.0,320.0,7.0,6.0
200.0,407.0,4732.0,313.0,7.0,7.0
212.0,415.0,4733.0,305.0,12.0,8.0
220.0,420.0,4734.0,300.0,8.0,5.0
227.0,425.0,4735.0,295.0,7.0,5.0
237.0,433.0,4736.0,287.0,10.0,8.0
248.0,439.0,4737.0,281.0,11.0,6.0
256.0,443.0,4738.0,277.0,8.0,4.0
266.0,448.0,4739.0,272.0,10.0,5.0
287.0,448.0,4740.0,272.0,21.0,0.0
304.0,445.0,4741.0,275.0,17.0,-3.0
325.0,444.0,4742.0,276.0,21.0,-1.0
340.0,442.0,4743.0,278.0,15.0,-2.0
360.0,438.0,4744.0,282.0,20.0,-4.0
376.0,435.0,4745.0,285.0,16.0,-3.0
392.0,434.0,4746.0,286.0,16.0,-1.0
406.0,434.0,4747.0,286.0,14.0,0.0
424.0,433.0,4748.0,287.0,18.0,-1.0
437.0,434.0,4749.0,286.0,13.0,1.0
450.0,437.0,4750.0,283.0,13.0,3.0
471.0,444.0,4751.0,276.0,21.0,7.0
479.0,446.0,4752.0,274.0,8.0,2.0
489.0,449.0,4753.0,271.0,10.0,3.0
503.0,455.0,4754.0,265.0,14.0,6.0
514.0,460.0,4755.0,260.0,11.0,5.0
527.0,466.0,4756.0,254.0,13.0,6.0
536.0,469.0,4757.0,251.0,9.0,3.0
549.0,478.0,4758.0,242.0,13.0,9.0
555.0,482.0,4759.0,238.0,6.0,4.0
565.0,487.0,4760.0,233.0,10.0,5.0
574.0,494.0,4761.0,226.0,9.0,7.0
580.0,503.0,4762.0,217.0,6.0,9.0
587.0,509.0,4763.0,211.0,7.0,6.0
590.0,514.0,4764.0,206.0,3.0,5.0
593.5,518.5,4765.0,201.5,3.5,4.5
597.0,523.0,4766.0,197.0,3.5,4.5
600.5,527.5,4767.0,192.5,3.5,4.5
604.0,532.0,4768.0,188.0,3.5,4.5
605.0,534.0,4769.0,186.0,1.0,2.0
606.0,536.0,4770.0,184.0,1.0,2.0
609.0,539.0,4771.0,181.0,3.0,3.0
611.0,542.0,4772.0,178.0,2.0,3.0
611.0,545.0,4773.0,175.0,0.0,3.0
610.0,550.0,4774.0,170.0,-1.0,5.0
611.0,558.0,4775.0,162.0,1.0,8.0
611.0,560.0,4776.0,160.0,0.0,2.0
614.0,585.0,4777.0,135.0,3.0,25.0
612.0,561.0,4778.0,159.0,-2.0,-24.0
613.0,561.0,4779.0,159.0,1.0,0.0
615.0,562.0,4780.0,158.0,2.0,1.0
617.0,560.0,4781.0,160.0,2.0,-2.0
605.0,583.0,4782.0,137.0,-12.0,23.0
601.545454545,579.818181818,4783.0,140.181818182,-3.45454545455,-3.18181818182
598.090909091,576.636363636,4784.0,143.363636364,-3.45454545455,-3.18181818182
594.636363636,573.454545455,4785.0,146.545454545,-3.45454545455,-3.18181818182
591.181818182,570.272727273,4786.0,149.727272727,-3.45454545455,-3.18181818182
587.727272727,567.090909091,4787.0,152.909090909,-3.45454545455,-3.18181818182
584.272727273,563.909090909,4788.0,156.090909091,-3.45454545455,-3.18181818182
580.818181818,560.727272727,4789.0,159.272727273,-3.45454545455,-3.18181818182
577.363636364,557.545454545,4790.0,162.454545455,-3.45454545455,-3.18181818182
573.909090909,554.363636364,4791.0,165.636363636,-3.45454545455,-3.18181818182
570.454545455,551.181818182,4792.0,168.818181818,-3.45454545455,-3.18181818182
567.0,548.0,4793.0,172.0,-3.45454545455,-3.18181818182
561.666666667,544.444444444,4794.0,175.555555556,-5.33333333333,-3.55555555556
556.333333333,540.888888889,4795.0,179.111111111,-5.33333333333,-3.55555555556
551.0,537.333333333,4796.0,182.666666667,-5.33333333333,-3.55555555556
545.666666667,533.777777778,4797.0,186.222222222,-5.33333333333,-3.55555555556
540.333333333,530.222222222,4798.0,189.777777778,-5.33333333333,-3.55555555556
535.0,526.666666667,4799.0,193.333333333,-5.33333333333,-3.55555555556
529.666666667,523.111111111,4800.0,196.888888889,-5.33333333333,-3.55555555556
524.333333333,519.555555556,4801.0,200.444444444,-5.33333333333,-3.55555555556
519.0,516.0,4802.0,204.0,-5.33333333333,-3.55555555556
514.0,513.0,4803.0,207.0,-5.0,-3.0
508.0,510.5,4804.0,209.5,-6.0,-2.5
502.0,508.0,4805.0,212.0,-6.0,-2.5
496.0,504.0,4806.0,216.0,-6.0,-4.0
491.0,501.0,4807.0,219.0,-5.0,-3.0
488.0,489.0,4808.0,231.0,-3.0,-12.0
490.0,477.0,4809.0,243.0,2.0,-12.0
487.0,462.0,4810.0,258.0,-3.0,-15.0
487.0,439.0,4811.0,281.0,0.0,-23.0
489.0,417.0,4812.0,303.0,2.0,-22.0
492.0,391.0,4813.0,329.0,3.0,-26.0
503.0,360.0,4814.0,360.0,11.0,-31.0
516.0,324.0,4815.0,396.0,13.0,-36.0
527.0,293.0,4816.0,427.0,11.0,-31.0
536.0,263.0,4817.0,457.0,9.0,-30.0
546.0,232.0,4818.0,488.0,10.0,-31.0
557.0,191.0,4819.0,529.0,11.0,-41.0
568.0,152.0,4820.0,568.0,11.0,-39.0
579.0,117.0,4821.0,603.0,11.0,-35.0
591.0,81.0,4822.0,639.0,12.0,-36.0
598.0,49.0,4823.0,671.0,7.0,-32.0
606.0,51.0,4824.0,669.0,8.0,2.0
614.0,48.0,4825.0,672.0,8.0,-3.0
618.0,44.0,4826.0,676.0,4.0,-4.0
619.0,49.0,4827.0,671.0,1.0,5.0
621.0,47.0,4828.0,673.0,2.0,-2.0
623.0,48.0,4829.0,672.0,2.0,1.0
627.0,48.0,4830.0,672.0,4.0,0.0
631.0,51.0,4831.0,669.0,4.0,3.0
633.0,55.0,4832.0,665.0,2.0,4.0
636.0,56.0,4833.0,664.0,3.0,1.0
639.0,57.0,4834.0,663.0,3.0,1.0
642.0,59.0,4835.0,661.0,3.0,2.0
644.0,58.0,4836.0,662.0,2.0,-1.0
647.0,58.0,4837.0,662.0,3.0,0.0
648.0,59.0,4838.0,661.0,1.0,1.0
649.0,58.0,4839.0,662.0,1.0,-1.0
651.0,57.0,4840.0,663.0,2.0,-1.0
652.0,57.0,4841.0,663.0,1.0,0.0
654.0,57.0,4842.0,663.0,2.0,0.0
659.0,60.0,4843.0,660.0,5.0,3.0
665.0,65.0,4844.0,655.0,6.0,5.0
672.0,69.0,4845.0,651.0,7.0,4.0
681.0,74.0,4846.0,646.0,9.0,5.0
689.0,77.0,4847.0,643.0,8.0,3.0
695.0,80.0,4848.0,640.0,6.0,3.0
702.0,83.0,4849.0,637.0,7.0,3.0
708.0,87.0,4850.0,633.0,6.0,4.0
714.0,90.0,4851.0,630.0,6.0,3.0
719.0,92.0,4852.0,628.0,5.0,2.0
722.0,94.0,4853.0,626.0,3.0,2.0
728.0,97.0,4854.0,623.0,6.0,3.0
736.0,100.0,4855.0,620.0,8.0,3.0
742.0,103.0,4856.0,617.0,6.0,3.0
746.0,106.0,4857.0,614.0,4.0,3.0
751.0,110.0,4858.0,610.0,5.0,4.0
757.0,115.0,4859.0,605.0,6.0,5.0
763.0,119.0,4860.0,601.0,6.0,4.0
767.0,122.0,4861.0,598.0,4.0,3.0
771.0,124.0,4862.0,596.0,4.0,2.0
775.0,127.0,4863.0,593.0,4.0,3.0
779.0,130.0,4864.0,590.0,4.0,3.0
783.0,132.0,4865.0,588.0,4.0,2.0
791.0,135.0,4866.0,585.0,8.0,3.0
798.0,137.0,4867.0,583.0,7.0,2.0
801.0,139.0,4868.0,581.0,3.0,2.0
813.0,144.0,4869.0,576.0,12.0,5.0
821.0,148.0,4870.0,572.0,8.0,4.0
830.0,148.0,4871.0,572.0,9.0,0.0
838.0,148.0,4872.0,572.0,8.0,0.0
849.0,150.0,4873.0,570.0,11.0,2.0
858.0,151.0,4874.0,569.0,9.0,1.0
868.0,153.0,4875.0,567.0,10.0,2.0
880.0,155.0,4876.0,565.0,12.0,2.0
888.0,155.0,4877.0,565.0,8.0,0.0
896.0,156.0,4878.0,564.0,8.0,1.0
905.0,156.0,4879.0,564.0,9.0,0.0
910.0,156.0,4880.0,564.0,5.0,0.0
917.0,157.0,4881.0,563.0,7.0,1.0
925.0,158.0,4882.0,562.0,8.0,1.0
931.0,158.0,4883.0,562.0,6.0,0.0
939.0,159.0,4884.0,561.0,8.0,1.0
944.0,159.0,4885.0,561.0,5.0,0.0
951.0,160.0,4886.0,560.0,7.0,1.0
956.0,161.0,4887.0,559.0,5.0,1.0
961.0,161.0,4888.0,559.0,5.0,0.0
967.0,162.0,4889.0,558.0,6.0,1.0
976.0,162.0,4890.0,558.0,9.0,0.0
982.0,162.0,4891.0,558.0,6.0,0.0
987.0,162.0,4892.0,558.0,5.0,0.0
995.0,163.0,4893.0,557.0,8.0,1.0
1000.0,163.0,4894.0,557.0,5.0,0.0
1009.0,164.0,4895.0,556.0,9.0,1.0
1014.0,165.0,4896.0,555.0,5.0,1.0
1020.0,166.0,4897.0,554.0,6.0,1.0
1024.0,167.0,4898.0,553.0,4.0,1.0
1028.0,167.0,4899.0,553.0,4.0,0.0
1029.0,167.0,4900.0,553.0,1.0,0.0
1030.0,166.0,4901.0,554.0,1.0,-1.0
1032.0,167.0,4902.0,553.0,2.0,1.0
1034.0,167.0,4903.0,553.0,2.0,0.0
1032.0,167.0,4904.0,553.0,-2.0,0.0
1033.0,167.0,4905.0,553.0,1.0,0.0
1033.0,167.0,4906.0,553.0,0.0,0.0
1033.0,167.0,4907.0,553.0,0.0,0.0
1033.0,166.0,4908.0,554.0,0.0,-1.0
1034.0,167.0,4909.0,553.0,1.0,1.0
1037.0,168.0,4910.0,552.0,3.0,1.0
1044.0,171.0,4911.0,549.0,7.0,3.0
1049.0,177.0,4912.0,543.0,5.0,6.0
1056.0,183.0,4913.0,537.0,7.0,6.0
1061.0,186.0,4914.0,534.0,5.0,3.0
1068.0,191.0,4915.0,529.0,7.0,5.0
1074.0,194.0,4916.0,526.0,6.0,3.0
1080.0,196.0,4917.0,524.0,6.0,2.0
1085.0,196.0,4918.0,524.0,5.0,0.0
1089.0,198.0,4919.0,522.0,4.0,2.0
1092.0,198.0,4920.0,522.0,3.0,0.0
1097.0,199.0,4921.0,521.0,5.0,1.0
1100.0,200.0,4922.0,520.0,3.0,1.0
1103.0,202.0,4923.0,518.0,3.0,2.0
1108.0,204.0,4924.0,516.0,5.0,2.0
1113.0,206.0,4925.0,514.0,5.0,2.0
1117.0,208.0,4926.0,512.0,4.0,2.0
1124.0,210.0,4927.0,510.0,7.0,2.0
1130.0,213.0,4928.0,507.0,6.0,3.0
1134.0,216.0,4929.0,504.0,4.0,3.0
1138.0,218.0,4930.0,502.0,4.0,2.0
1138.0,219.0,4931.0,501.0,0.0,1.0
1141.0,220.0,4932.0,500.0,3.0,1.0
1142.0,221.0,4933.0,499.0,1.0,1.0
1143.0,221.0,4934.0,499.0,1.0,0.0
1143.0,222.0,4935.0,498.0,0.0,1.0
1146.0,223.0,4936.0,497.0,3.0,1.0
1148.0,224.0,4937.0,496.0,2.0,1.0
1150.0,226.0,4938.0,494.0,2.0,2.0
1153.0,230.0,4939.0,490.0,3.0,4.0
1154.0,233.0,4940.0,487.0,1.0,3.0
1155.0,236.0,4941.0,484.0,1.0,3.0
1156.0,240.0,4942.0,480.0,1.0,4.0
1157.0,242.0,4943.0,478.0,1.0,2.0
1163.0,248.0,4944.0,472.0,6.0,6.0
1165.0,251.0,4945.0,469.0,2.0,3.0
1166.0,257.0,4946.0,463.0,1.0,6.0
1167.0,264.0,4947.0,456.0,1.0,7.0
1168.0,269.0,4948.0,451.0,1.0,5.0
1197.0,304.0,4949.0,416.0,29.0,35.0
1198.0,308.0,4950.0,412.0,1.0,4.0
1200.0,312.0,4951.0,408.0,2.0,4.0
1202.0,316.0,4952.0,404.0,2.0,4.0
1204.0,320.0,4953.0,400.0,2.0,4.0
1206.0,322.0,4954.0,398.0,2.0,2.0
1206.0,324.0,4955.0,396.0,0.0,2.0
1207.0,326.0,4956.0,394.0,1.0,2.0
1208.0,328.0,4957.0,392.0,1.0,2.0
1207.0,328.0,4958.0,392.0,-1.0,0.0
1208.0,330.0,4959.0,390.0,1.0,2.0
1209.0,330.0,4960.0,390.0,1.0,0.0
1208.0,330.0,4961.0,390.0,-1.0,0.0
1206.0,330.0,4962.0,390.0,-2.0,0.0
1202.0,332.0,4963.0,388.0,-4.0,2.0
1199.0,333.0,4964.0,387.0,-3.0,1.0
1198.0,330.0,4965.0,390.0,-1.0,-3.0
1174.0,356.0,4966.0,364.0,-24.0,26.0
1173.0,355.0,4967.0,365.0,-1.0,-1.0
1170.0,356.0,4968.0,364.0,-3.0,1.0
1167.0,359.0,4969.0,361.0,-3.0,3.0
1163.0,362.0,4970.0,358.0,-4.0,3.0
1162.0,363.0,4971.0,357.0,-1.0,1.0
1159.0,365.0,4972.0,355.0,-3.0,2.0
1154.0,367.0,4973.0,353.0,-5.0,2.0
1144.0,369.0,4974.0,351.0,-10.0,2.0
1137.0,369.0,4975.0,351.0,-7.0,0.0
1120.0,373.0,4976.0,347.0,-17.0,4.0
1108.0,377.0,4977.0,343.0,-12.0,4.0
1099.0,380.0,4978.0,340.0,-9.0,3.0
1089.0,383.0,4979.0,337.0,-10.0,3.0
1081.0,384.0,4980.0,336.0,-8.0,1.0
1069.0,388.0,4981.0,332.0,-12.0,4.0
1054.0,394.0,4982.0,326.0,-15.0,6.0
1041.0,396.0,4983.0,324.0,-13.0,2.0
1027.0,398.0,4984.0,322.0,-14.0,2.0
1014.0,402.0,4985.0,318.0,-13.0,4.0
1001.0,404.0,4986.0,316.0,-13.0,2.0
989.0,406.0,4987.0,314.0,-12.0,2.0
977.0,407.0,4988.0,313.0,-12.0,1.0
964.0,410.0,4989.0,310.0,-13.0,3.0
951.0,413.0,4990.0,307.0,-13.0,3.0
938.0,417.0,4991.0,303.0,-13.0,4.0
922.0,418.0,4992.0,302.0,-16.0,1.0
905.0,419.0,4993.0,301.0,-17.0,1.0
894.0,421.0,4994.0,299.0,-11.0,2.0
875.0,423.0,4995.0,297.0,-19.0,2.0
859.0,423.0,4996.0,297.0,-16.0,0.0
840.0,425.0,4997.0,295.0,-19.0,2.0
825.0,428.0,4998.0,292.0,-15.0,3.0
810.0,431.0,4999.0,289.0,-15.0,3.0
797.0,434.0,5000.0,286.0,-13.0,3.0
784.0,438.0,5001.0,282.0,-13.0,4.0
775.0,441.0,5002.0,279.0,-9.0,3.0
764.0,445.0,5003.0,275.0,-11.0,4.0
753.0,449.0,5004.0,271.0,-11.0,4.0
743.0,452.0,5005.0,268.0,-10.0,3.0
732.0,458.0,5006.0,262.0,-11.0,6.0
724.0,462.0,5007.0,258.0,-8.0,4.0
710.0,467.0,5008.0,253.0,-14.0,5.0
701.0,469.0,5009.0,251.0,-9.0,2.0
688.0,472.0,5010.0,248.0,-13.0,3.0
676.0,474.0,5011.0,246.0,-12.0,2.0
663.0,476.0,5012.0,244.0,-13.0,2.0
654.0,478.0,5013.0,242.0,-9.0,2.0
647.0,479.0,5014.0,241.0,-7.0,1.0
637.0,481.0,5015.0,239.0,-10.0,2.0
629.0,483.0,5016.0,237.0,-8.0,2.0
622.0,485.0,5017.0,235.0,-7.0,2.0
617.0,486.0,5018.0,234.0,-5.0,1.0
608.0,488.0,5019.0,232.0,-9.0,2.0
